Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Total_Floors
08-06-2022,2,12500,950,2,Super Area,Yelahanka Dodda Ballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,8
20-06-2022,2,18000,1188,Ground ,Super Area,"Hegde Nagar, R.K.Hegde Nagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,4
23-06-2022,1,6000,500,2,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3
27-05-2022,2,9000,875,Ground ,Super Area,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1
23-06-2022,3,54000,2100,3,Carpet Area,Wilson garden Bangalore,Bangalore,Unfurnished,Bachelors,3,Contact Agent,4
05-05-2022,3,22000,1200,2,Super Area,Annapurneshwari Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,4
06-07-2022,3,120000,2390,3,Super Area,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,17
20-06-2022,1,7000,600,1,Super Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
10-06-2022,2,28000,1150,1,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2,Contact Agent,2
12-06-2022,3,55000,1788,Ground ,Carpet Area,Koramangala Block 4,Bangalore,Semi-Furnished,Family,3,Contact Agent,1
23-05-2022,2,19000,1250,3,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
04-07-2022,1,11000,600,4,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,5
04-07-2022,3,18000,1600,2,Super Area,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
06-07-2022,3,70000,1520,23,Carpet Area,"Sena Vihar, Kammanahalli",Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,25
15-06-2022,1,12000,550,1,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,3
05-05-2022,2,18000,1100,2,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
12-05-2022,2,30000,1100,2,Carpet Area,Hsr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,5
04-07-2022,2,10000,1100,Ground ,Super Area,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
05-05-2022,1,6000,400,1,Super Area,Nandini Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3
07-07-2022,1,4500,300,3,Super Area,"Virat Nagar, Bommanahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
16-06-2022,1,8000,500,Ground ,Super Area,Rajarajeshwari Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
19-05-2022,2,20000,1100,3,Carpet Area,Hennur Main Road,Bangalore,Furnished,Bachelors,2,Contact Agent,4
27-06-2022,2,17500,1000,1,Carpet Area,"Dodda Banaswadi, Banaswadi",Bangalore,Unfurnished,Family,2,Contact Owner,3
27-05-2022,2,22000,850,Ground ,Super Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
27-05-2022,2,17000,1020,2,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
19-05-2022,2,22000,1250,1,Super Area,Kammanahalli,Bangalore,Unfurnished,Bachelors,2,Contact Owner,1
05-05-2022,3,24000,1400,2,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,4
05-05-2022,1,12000,600,1,Super Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3
20-06-2022,1,4500,200,4,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,5
23-05-2022,1,5000,300,Ground ,Super Area,Basaveshvara Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3
23-05-2022,1,6000,400,1,Super Area,"Vyalikaval, Malleshwaram",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,3
14-05-2022,1,11000,450,3,Super Area,Rajamahal Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,4
22-05-2022,2,20000,1180,1,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
06-07-2022,3,35000,1460,6,Carpet Area,Jakkur,Bangalore,Unfurnished,Bachelors,3,Contact Agent,12
23-05-2022,3,24000,1464,2,Carpet Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,5
24-06-2022,2,10000,700,Lower Basement ,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,3
02-06-2022,2,16000,680,1,Carpet Area,Devanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,10
12-06-2022,3,100000,2750,5,Carpet Area,Prestige Acropolis,Bangalore,Semi-Furnished,Bachelors,4,Contact Agent,9
23-05-2022,2,14000,800,Ground ,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
07-06-2022,2,7500,600,3,Carpet Area,Karihobanahalli,Bangalore,Unfurnished,Bachelors,1,Contact Owner,4
15-05-2022,3,16000,1200,1,Carpet Area,"Gubbalala, Subramanyapura",Bangalore,Unfurnished,Bachelors,3,Contact Owner,4
12-05-2022,4,65000,3200,18,Carpet Area,Kothanur,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,19
10-05-2022,2,18000,1800,1,Super Area,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
23-05-2022,1,8000,500,2,Super Area,Frazer Town,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,2
23-05-2022,2,11000,1200,Ground ,Super Area,"Kadugondanahalli, Kadugondanahalli",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2
08-06-2022,1,8000,750,1,Super Area,"Prakruthi Township, Hennur",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,3
29-06-2022,1,13000,700,1,Super Area,GH Society,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
20-06-2022,2,30000,1000,12,Carpet Area,Yeshwantpur,Bangalore,Unfurnished,Bachelors,2,Contact Agent,23
24-06-2022,2,14000,800,1,Super Area,"Keshav Puram, Tri Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
30-06-2022,1,20000,200,Ground ,Super Area,Hauz Khas,Delhi,Furnished,Bachelors,1,Contact Owner,2
26-06-2022,3,80000,1800,1,Carpet Area,South Extension 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,3
08-06-2022,1,9500,400,2,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,4
08-06-2022,3,14000,600,2,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,3,Contact Agent,4
28-05-2022,3,65000,1550,1,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Semi-Furnished,Bachelors,3,Contact Agent,3
01-07-2022,2,18500,650,2,Carpet Area,Freedom Fighters Enclave,Delhi,Unfurnished,Bachelors,2,Contact Owner,4
03-07-2022,2,40000,850,2,Carpet Area,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,4
12-06-2022,4,90000,2000,Ground ,Carpet Area,Vasant Kunj,Delhi,Unfurnished,Bachelors,4,Contact Agent,4
14-05-2022,1,3500,180,Ground ,Super Area,"Ganesh Nagar, Tilak Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2
09-07-2022,3,25000,140,Ground ,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,3
04-07-2022,1,9000,450,1,Carpet Area,Sudarshan Park,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,4
20-06-2022,3,90000,2500,1,Carpet Area,New Friends Colony,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,3
06-06-2022,1,22000,720,3,Carpet Area,Shakti Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3
04-06-2022,2,12000,400,2,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,4
05-06-2022,2,11000,450,1,Carpet Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,1,Contact Owner,4
30-04-2022,1,20000,250,1,Carpet Area,"Nizamuddin East, Nizamuddin",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1
18-06-2022,4,260000,3000,4,Super Area,"Safdarjung Development Area, Hauz Khas",Delhi,Semi-Furnished,Bachelors/Family,5,Contact Agent,4
12-05-2022,2,11000,550,3,Carpet Area,New Ashok Nagar,Delhi,Unfurnished,Bachelors,2,Contact Agent,5
04-05-2022,2,10000,450,3,Carpet Area,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4
25-06-2022,3,60000,2500,2,Carpet Area,Saket,Delhi,Unfurnished,Bachelors,3,Contact Agent,3
20-06-2022,4,350000,800,1,Super Area,Green Park,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent,4
27-06-2022,2,16000,100,3,Super Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors,2,Contact Owner,3
14-05-2022,1,16000,400,2,Carpet Area,Subhash Nagar,Delhi,Furnished,Bachelors,1,Contact Owner,3
12-06-2022,2,12000,750,1,Carpet Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,3
07-07-2022,1,8000,400,1,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,4
30-06-2022,3,14000,1100,Ground ,Carpet Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,3
08-06-2022,1,14900,450,Ground ,Carpet Area,Rohini Sector 18,Delhi,Furnished,Bachelors/Family,1,Contact Owner,5
27-04-2022,2,15000,850,3,Carpet Area,Rohini Sector 23,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3
09-07-2022,3,10000,600,3,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,4
13-05-2022,2,40000,750,1,Carpet Area,New Rajendra Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,4
29-05-2022,1,9000,500,1,Carpet Area,Neb Sarai,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,4
17-06-2022,1,7000,350,2,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,4
04-06-2022,2,13500,623,2,Carpet Area,"Ganesh Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,3
16-06-2022,3,95000,2400,3,Carpet Area,Greater Kailash 2,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,4
18-05-2022,1,20000,75,2,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,4
27-04-2022,2,7500,450,1,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,5
30-06-2022,2,9000,445,4,Carpet Area,"Palam Colony, Palam",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4
04-07-2022,3,80000,300,1,Carpet Area,Greater Kailash 2,Delhi,Furnished,Bachelors,3,Contact Agent,3
31-05-2022,3,50000,1670,3,Super Area,Model Town,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,4
24-06-2022,1,13000,550,1,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,4
18-05-2022,1,12000,350,4,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,4
18-05-2022,2,16000,650,2,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,4
31-05-2022,2,13000,70,1,Super Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
04-05-2022,2,29000,100,1,Carpet Area,South,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
08-06-2022,3,18000,800,2,Super Area,Hari Nagar Ashram,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3
10-05-2022,2,8500,60,2,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2
23-05-2022,3,27000,2000,1,Carpet Area,"Kohinoor Apartment, Kalkaji Extention",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
09-05-2022,2,18000,600,1,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4
07-06-2022,1,11500,450,3,Carpet Area,"Bhogal, Jangpura",Delhi,Semi-Furnished,Bachelors,1,Contact Owner,4
07-07-2022,2,80000,2200,1,Carpet Area,Defence Colony,Delhi,Unfurnished,Bachelors,3,Contact Agent,4
20-06-2022,2,15500,600,1,Carpet Area,dwarka sector 8 Raj Nagar extension part 2,Delhi,Unfurnished,Bachelors,2,Contact Owner,4
07-07-2022,4,55000,2000,2,Carpet Area,Dwarka sec 19,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,4
01-05-2022,2,20000,800,3,Super Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
08-06-2022,3,35000,170,4,Carpet Area,"Chitra Vihar, Swasthya Vihar",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,4
18-05-2022,2,38000,150,Ground ,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,4
04-05-2022,2,16000,650,3,Carpet Area,Freedom Fighters Enclave,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4
21-06-2022,3,50000,1250,2,Carpet Area,Chittaranjan Park Block B,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,4
17-06-2022,1,9500,600,2,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
07-07-2022,4,90000,2100,3,Carpet Area,"Kailash hills, East Of Kailash",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,3
08-06-2022,1,10000,450,3,Super Area,Rohini Sector 18,Delhi,Unfurnished,Bachelors,1,Contact Owner,4
12-06-2022,2,25000,100,2,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,2,Contact Owner,4
14-05-2022,1,30000,650,3,Super Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,4
18-05-2022,2,12000,48,1,Super Area,Rohini Sector 16,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3
07-07-2022,2,16500,550,4,Carpet Area,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
04-06-2022,1,4500,240,1,Super Area,Dilshad Colony,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2
22-06-2022,2,30000,700,3,Carpet Area,Vasant Kunj Sector B,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,3
03-07-2022,1,12000,48,1,Super Area,Rohini Sector 11,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
27-05-2022,2,23000,100,Ground ,Super Area,Mansarover Garden,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3
18-05-2022,3,70000,1901,9,Super Area,"Unity the Amaryllis, Karol Bagh",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,11
27-06-2022,1,5500,50,1,Carpet Area,Lado Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4
05-07-2022,3,35000,1300,3,Carpet Area,Dakshini Pitampura,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,4
27-05-2022,2,9000,145,1,Super Area,Palam,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3
24-05-2022,2,22000,800,2,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,3
09-06-2022,3,35000,1100,1,Super Area,Kalkaji Extension,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,3
02-05-2022,1,12000,450,2,Super Area,Dwarka Sector 7,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
28-06-2022,2,6000,300,3,Carpet Area,Jhangir Puri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4
19-05-2022,2,22000,1040,1,Carpet Area,"Janak Park, Hari Nagar",Delhi,Semi-Furnished,Bachelors,3,Contact Owner,2
18-05-2022,1,5000,25,2,Carpet Area,Ganga Vihar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,5
04-06-2022,2,20500,900,Ground ,Super Area,"IGNOU Road, Saket",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,9
28-05-2022,2,7500,1100,3,Super Area,Bijwasan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4
01-07-2022,2,5500,380,1,Super Area,Prem Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1
02-06-2022,3,25000,450,2,Carpet Area,Gandhi Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2
02-07-2022,1,13000,550,3,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,4
04-06-2022,1,5000,180,Ground ,Super Area,Mukherjee Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
06-05-2022,3,40000,1650,1,Carpet Area,Dakshini Pitampura,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
31-05-2022,1,12500,250,1,Super Area,"Inder Puri Block A, Inder Puri",Delhi,Furnished,Bachelors/Family,1,Contact Owner,5
29-05-2022,1,6000,400,Ground ,Carpet Area,"Raghubir Nagar, Tagore Garden Extension",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,5
04-07-2022,2,15500,900,Ground ,Carpet Area,Vivek Vihar Phase 2,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,3
27-05-2022,3,75000,1900,2,Super Area,Malviya Nagar,Delhi,Furnished,Bachelors/Family,3,Contact Owner,3
12-06-2022,3,36000,892,2,Carpet Area,Gautam Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4
18-05-2022,1,13000,400,Ground ,Carpet Area,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,4
29-06-2022,3,45000,100,1,Carpet Area,"Mandakini Enclave, Alaknanda",Delhi,Unfurnished,Bachelors,2,Contact Owner,2
22-06-2022,2,2000,60,1,Super Area,Ram Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1
04-07-2022,2,28000,80,1,Super Area,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
12-05-2022,2,9000,450,2,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,4
29-04-2022,1,12000,520,3,Carpet Area,Geeta Colony,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,4
29-04-2022,1,13000,350,1,Super Area,Rohini Sector 3,Delhi,Furnished,Bachelors/Family,1,Contact Owner,5
29-04-2022,2,11000,600,2,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,3
07-07-2022,3,35000,950,1,Carpet Area,Karol Bagh,Delhi,Furnished,Bachelors,2,Contact Agent,4
13-05-2022,2,10000,450,1,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,4
07-07-2022,1,20000,450,1,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,4
07-07-2022,2,25000,850,2,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,4
12-06-2022,1,8000,200,3,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,4
08-07-2022,4,150000,3000,1,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,4
16-06-2022,3,36000,1500,2,Carpet Area,"Mahendru Enclave, Model Town",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,3
04-07-2022,2,12000,700,Ground ,Super Area,Sultanpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4
10-05-2022,1,8500,530,Ground ,Super Area,"Palam Colony, Palam",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3
27-05-2022,3,17000,800,2,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,4
05-05-2022,1,7500,45,1,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,5
05-05-2022,1,16000,900,3,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner,4
10-05-2022,1,9000,450,1,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4
10-05-2022,2,8000,650,1,Super Area,Rangpuri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4
10-05-2022,2,45000,900,2,Super Area,Lajpat Nagar 1,Delhi,Furnished,Bachelors/Family,2,Contact Owner,4
04-05-2022,2,27000,900,4,Carpet Area,RWA triveni residents,Delhi,Furnished,Bachelors/Family,2,Contact Owner,4
05-05-2022,2,14000,120,1,Super Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
12-06-2022,2,14000,600,2,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,4
21-05-2022,2,14000,615,2,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4
14-06-2022,1,7500,225,Ground ,Carpet Area,Kapi Bagan Basti,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
10-06-2022,1,10000,800,1,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors,1,Contact Owner,4
29-04-2022,1,7000,400,4,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,4
29-04-2022,1,25000,800,4,Super Area,Mukherjee Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner,5
29-04-2022,2,9000,60,1,Super Area,Mehrauli,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
29-04-2022,3,22000,1000,1,Super Area,"Khanpur Extension, Sangam Vihar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,24
05-05-2022,3,10000,75,4,Super Area,Sagar Pur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,5
05-05-2022,3,11000,800,1,Super Area,Hastsal,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4
17-06-2022,1,12500,200,3,Super Area,Kamla Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,3
14-05-2022,3,15000,800,2,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,4
10-05-2022,2,35000,80,1,Super Area,Kamla Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3
10-05-2022,2,35000,900,2,Super Area,Lajpat Nagar,Delhi,Unfurnished,Family,2,Contact Owner,4
10-05-2022,2,52000,1125,2,Super Area,Saket,Delhi,Furnished,Bachelors/Family,2,Contact Owner,5
29-04-2022,3,15000,900,3,Super Area,Dwarka Mor,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4
04-06-2022,2,32000,1100,3,Carpet Area,Rajouri Garden,Delhi,Unfurnished,Bachelors,2,Contact Agent,3
04-06-2022,1,11500,400,2,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,4
04-07-2022,3,45000,713,1,Carpet Area,"Prem Nagar, Patel Nagar",Delhi,Furnished,Bachelors/Family,3,Contact Owner,1
07-07-2022,2,16000,700,4,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,1,Contact Agent,4
21-05-2022,2,20000,1000,2,Carpet Area,Krishna Nagar Block D,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
27-05-2022,1,7000,54,3,Super Area,Nawada,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,5
04-07-2022,3,85000,200,3,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Unfurnished,Bachelors,3,Contact Agent,3
28-05-2022,1,15000,200,4,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Furnished,Bachelors/Family,1,Contact Owner,4
03-07-2022,2,22000,800,3,Super Area,Chhattarpur,Delhi,Furnished,Bachelors/Family,2,Contact Owner,3
18-05-2022,2,32000,1000,1,Super Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3
01-07-2022,2,20000,500,4,Carpet Area,"Vasant Kunj 2, Vasant Kunj",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,4
04-06-2022,1,35000,300,3,Super Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,5
16-06-2022,2,35000,900,Ground ,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,4
